Entity,Code,Year,"Political corruption index (central estimate, aggregate: average)"
Argentina,ARG,1789,0.321
Argentina,ARG,1790,0.321
Argentina,ARG,1791,0.321
Argentina,ARG,1792,0.321
Argentina,ARG,1793,0.321
Argentina,ARG,1794,0.321
Argentina,ARG,1795,0.321
Argentina,ARG,1796,0.321
Argentina,ARG,1797,0.321
Argentina,ARG,1798,0.321
Argentina,ARG,1799,0.321
Argentina,ARG,1800,0.321
Argentina,ARG,1801,0.321
Argentina,ARG,1802,0.321
Argentina,ARG,1803,0.321
Argentina,ARG,1804,0.321
Argentina,ARG,1805,0.321
Argentina,ARG,1806,0.321
Argentina,ARG,1807,0.321
Argentina,ARG,1808,0.321
Argentina,ARG,1809,0.321
Argentina,ARG,1810,0.321
Argentina,ARG,1811,0.313
Argentina,ARG,1812,0.313
Argentina,ARG,1813,0.313
Argentina,ARG,1814,0.313
Argentina,ARG,1815,0.313
Argentina,ARG,1816,0.313
Argentina,ARG,1817,0.313
Argentina,ARG,1818,0.313
Argentina,ARG,1819,0.313
Argentina,ARG,1820,0.313
Argentina,ARG,1821,0.313
Argentina,ARG,1822,0.313
Argentina,ARG,1823,0.313
Argentina,ARG,1824,0.313
Argentina,ARG,1825,0.313
Argentina,ARG,1826,0.313
Argentina,ARG,1827,0.313
Argentina,ARG,1828,0.313
Argentina,ARG,1829,0.313
Argentina,ARG,1830,0.313
Argentina,ARG,1831,0.313
Argentina,ARG,1832,0.313
Argentina,ARG,1833,0.313
Argentina,ARG,1834,0.313
Argentina,ARG,1835,0.313
Argentina,ARG,1836,0.313
Argentina,ARG,1837,0.313
Argentina,ARG,1838,0.313
Argentina,ARG,1839,0.313
Argentina,ARG,1840,0.313
Argentina,ARG,1841,0.313
Argentina,ARG,1842,0.313
Argentina,ARG,1843,0.313
Argentina,ARG,1844,0.313
Argentina,ARG,1845,0.313
Argentina,ARG,1846,0.313
Argentina,ARG,1847,0.313
Argentina,ARG,1848,0.313
Argentina,ARG,1849,0.313
Argentina,ARG,1850,0.313
Argentina,ARG,1851,0.313
Argentina,ARG,1852,0.313
Argentina,ARG,1853,0.297
Argentina,ARG,1854,0.297
Argentina,ARG,1855,0.297
Argentina,ARG,1856,0.297
Argentina,ARG,1857,0.297
Argentina,ARG,1858,0.297
Argentina,ARG,1859,0.297
Argentina,ARG,1860,0.297
Argentina,ARG,1861,0.297
Argentina,ARG,1862,0.274
Argentina,ARG,1863,0.274
Argentina,ARG,1864,0.274
Argentina,ARG,1865,0.274
Argentina,ARG,1866,0.274
Argentina,ARG,1867,0.274
Argentina,ARG,1868,0.274
Argentina,ARG,1869,0.274
Argentina,ARG,1870,0.274
Argentina,ARG,1871,0.274
Argentina,ARG,1872,0.274
Argentina,ARG,1873,0.274
Argentina,ARG,1874,0.274
Argentina,ARG,1875,0.274
Argentina,ARG,1876,0.274
Argentina,ARG,1877,0.274
Argentina,ARG,1878,0.274
Argentina,ARG,1879,0.274
Argentina,ARG,1880,0.274
Argentina,ARG,1881,0.274
Argentina,ARG,1882,0.274
Argentina,ARG,1883,0.274
Argentina,ARG,1884,0.274
Argentina,ARG,1885,0.274
Argentina,ARG,1886,0.274
Argentina,ARG,1887,0.274
Argentina,ARG,1888,0.274
Argentina,ARG,1889,0.274
Argentina,ARG,1890,0.274
Argentina,ARG,1891,0.274
Argentina,ARG,1892,0.274
Argentina,ARG,1893,0.274
Argentina,ARG,1894,0.274
Argentina,ARG,1895,0.274
Argentina,ARG,1896,0.274
Argentina,ARG,1897,0.274
Argentina,ARG,1898,0.274
Argentina,ARG,1899,0.274
Argentina,ARG,1900,0.274
Argentina,ARG,1901,0.274
Argentina,ARG,1902,0.274
Argentina,ARG,1903,0.274
Argentina,ARG,1904,0.274
Argentina,ARG,1905,0.274
Argentina,ARG,1906,0.274
Argentina,ARG,1907,0.274
Argentina,ARG,1908,0.274
Argentina,ARG,1909,0.274
Argentina,ARG,1910,0.274
Argentina,ARG,1911,0.274
Argentina,ARG,1912,0.274
Argentina,ARG,1913,0.274
Argentina,ARG,1914,0.274
Argentina,ARG,1915,0.274
Argentina,ARG,1916,0.259
Argentina,ARG,1917,0.246
Argentina,ARG,1918,0.246
Argentina,ARG,1919,0.246
Argentina,ARG,1920,0.246
Argentina,ARG,1921,0.246
Argentina,ARG,1922,0.22
Argentina,ARG,1923,0.22
Argentina,ARG,1924,0.22
Argentina,ARG,1925,0.22
Argentina,ARG,1926,0.22
Argentina,ARG,1927,0.22
Argentina,ARG,1928,0.229
Argentina,ARG,1929,0.24
Argentina,ARG,1930,0.273
Argentina,ARG,1931,0.306
Argentina,ARG,1932,0.335
Argentina,ARG,1933,0.37
Argentina,ARG,1934,0.37
Argentina,ARG,1935,0.37
Argentina,ARG,1936,0.37
Argentina,ARG,1937,0.37
Argentina,ARG,1938,0.37
Argentina,ARG,1939,0.37
Argentina,ARG,1940,0.37
Argentina,ARG,1941,0.37
Argentina,ARG,1942,0.37
Argentina,ARG,1943,0.384
Argentina,ARG,1944,0.44
Argentina,ARG,1945,0.469
Argentina,ARG,1946,0.457
Argentina,ARG,1947,0.457
Argentina,ARG,1948,0.457
Argentina,ARG,1949,0.457
Argentina,ARG,1950,0.457
Argentina,ARG,1951,0.457
Argentina,ARG,1952,0.457
Argentina,ARG,1953,0.457
Argentina,ARG,1954,0.457
Argentina,ARG,1955,0.457
Argentina,ARG,1956,0.411
Argentina,ARG,1957,0.411
Argentina,ARG,1958,0.352
Argentina,ARG,1959,0.242
Argentina,ARG,1960,0.242
Argentina,ARG,1961,0.242
Argentina,ARG,1962,0.241
Argentina,ARG,1963,0.141
Argentina,ARG,1964,0.124
Argentina,ARG,1965,0.124
Argentina,ARG,1966,0.193
Argentina,ARG,1967,0.425
Argentina,ARG,1968,0.425
Argentina,ARG,1969,0.425
Argentina,ARG,1970,0.413
Argentina,ARG,1971,0.413
Argentina,ARG,1972,0.413
Argentina,ARG,1973,0.414
Argentina,ARG,1974,0.424
Argentina,ARG,1975,0.424
Argentina,ARG,1976,0.437
Argentina,ARG,1977,0.515
Argentina,ARG,1978,0.515
Argentina,ARG,1979,0.515
Argentina,ARG,1980,0.515
Argentina,ARG,1981,0.515
Argentina,ARG,1982,0.515
Argentina,ARG,1983,0.248
Argentina,ARG,1984,0.327
Argentina,ARG,1985,0.327
Argentina,ARG,1986,0.327
Argentina,ARG,1987,0.327
Argentina,ARG,1988,0.327
Argentina,ARG,1989,0.513
Argentina,ARG,1990,0.629
Argentina,ARG,1991,0.629
Argentina,ARG,1992,0.629
Argentina,ARG,1993,0.608
Argentina,ARG,1994,0.608
Argentina,ARG,1995,0.608
Argentina,ARG,1996,0.608
Argentina,ARG,1997,0.608
Argentina,ARG,1998,0.608
Argentina,ARG,1999,0.6
Argentina,ARG,2000,0.46
Argentina,ARG,2001,0.46
Argentina,ARG,2002,0.518
Argentina,ARG,2003,0.555
Argentina,ARG,2004,0.555
Argentina,ARG,2005,0.555
Argentina,ARG,2006,0.555
Argentina,ARG,2007,0.555
Argentina,ARG,2008,0.555
Argentina,ARG,2009,0.555
Argentina,ARG,2010,0.545
Argentina,ARG,2011,0.545
Argentina,ARG,2012,0.545
Argentina,ARG,2013,0.554
Argentina,ARG,2014,0.554
Argentina,ARG,2015,0.533
Argentina,ARG,2016,0.436
Argentina,ARG,2017,0.41
Argentina,ARG,2018,0.408
Argentina,ARG,2019,0.409
Argentina,ARG,2020,0.48
Argentina,ARG,2021,0.48
Argentina,ARG,2022,0.48
Argentina,ARG,2023,0.404
Argentina,ARG,2024,0.387
Australia,AUS,1789,0.064
Australia,AUS,1790,0.064
Australia,AUS,1791,0.064
Australia,AUS,1792,0.064
Australia,AUS,1793,0.483
Australia,AUS,1794,0.483
Australia,AUS,1795,0.483
Australia,AUS,1796,0.483
Australia,AUS,1797,0.483
Australia,AUS,1798,0.483
Australia,AUS,1799,0.483
Australia,AUS,1800,0.483
Australia,AUS,1801,0.483
Australia,AUS,1802,0.483
Australia,AUS,1803,0.483
Australia,AUS,1804,0.483
Australia,AUS,1805,0.483
Australia,AUS,1806,0.483
Australia,AUS,1807,0.483
Australia,AUS,1808,0.483
Australia,AUS,1809,0.483
Australia,AUS,1810,0.032
Australia,AUS,1811,0.032
Australia,AUS,1812,0.032
Australia,AUS,1813,0.032
Australia,AUS,1814,0.032
Australia,AUS,1815,0.032
Australia,AUS,1816,0.032
Australia,AUS,1817,0.032
Australia,AUS,1818,0.032
Australia,AUS,1819,0.032
Australia,AUS,1820,0.032
Australia,AUS,1821,0.032
Australia,AUS,1822,0.032
Australia,AUS,1823,0.032
Australia,AUS,1824,0.032
Australia,AUS,1825,0.063
Australia,AUS,1826,0.063
Australia,AUS,1827,0.063
Australia,AUS,1828,0.063
Australia,AUS,1829,0.063
Australia,AUS,1830,0.063
Australia,AUS,1831,0.063
Australia,AUS,1832,0.063
Australia,AUS,1833,0.063
Australia,AUS,1834,0.063
Australia,AUS,1835,0.063
Australia,AUS,1836,0.063
Australia,AUS,1837,0.063
Australia,AUS,1838,0.063
Australia,AUS,1839,0.063
Australia,AUS,1840,0.063
Australia,AUS,1841,0.063
Australia,AUS,1842,0.063
Australia,AUS,1843,0.063
Australia,AUS,1844,0.063
Australia,AUS,1845,0.063
Australia,AUS,1846,0.063
Australia,AUS,1847,0.063
Australia,AUS,1848,0.063
Australia,AUS,1849,0.063
Australia,AUS,1850,0.063
Australia,AUS,1851,0.063
Australia,AUS,1852,0.063
Australia,AUS,1853,0.063
Australia,AUS,1854,0.063
Australia,AUS,1855,0.063
Australia,AUS,1856,0.063
Australia,AUS,1857,0.063
Australia,AUS,1858,0.063
Australia,AUS,1859,0.063
Australia,AUS,1860,0.063
Australia,AUS,1861,0.063
Australia,AUS,1862,0.063
Australia,AUS,1863,0.063
Australia,AUS,1864,0.063
Australia,AUS,1865,0.063
Australia,AUS,1866,0.063
Australia,AUS,1867,0.063
Australia,AUS,1868,0.063
Australia,AUS,1869,0.063
Australia,AUS,1870,0.063
Australia,AUS,1871,0.063
Australia,AUS,1872,0.063
Australia,AUS,1873,0.063
Australia,AUS,1874,0.063
Australia,AUS,1875,0.063
Australia,AUS,1876,0.063
Australia,AUS,1877,0.063
Australia,AUS,1878,0.063
Australia,AUS,1879,0.063
Australia,AUS,1880,0.063
Australia,AUS,1881,0.063
Australia,AUS,1882,0.063
Australia,AUS,1883,0.063
Australia,AUS,1884,0.063
Australia,AUS,1885,0.063
Australia,AUS,1886,0.063
Australia,AUS,1887,0.063
Australia,AUS,1888,0.063
Australia,AUS,1889,0.063
Australia,AUS,1890,0.063
Australia,AUS,1891,0.063
Australia,AUS,1892,0.063
Australia,AUS,1893,0.063
Australia,AUS,1894,0.063
Australia,AUS,1895,0.063
Australia,AUS,1896,0.063
Australia,AUS,1897,0.063
Australia,AUS,1898,0.063
Australia,AUS,1899,0.063
Australia,AUS,1900,0.032
Australia,AUS,1901,0.04
Australia,AUS,1902,0.04
Australia,AUS,1903,0.04
Australia,AUS,1904,0.04
Australia,AUS,1905,0.04
Australia,AUS,1906,0.04
Australia,AUS,1907,0.04
Australia,AUS,1908,0.04
Australia,AUS,1909,0.04
Australia,AUS,1910,0.04
Australia,AUS,1911,0.04
Australia,AUS,1912,0.04
Australia,AUS,1913,0.04
Australia,AUS,1914,0.04
Australia,AUS,1915,0.04
Australia,AUS,1916,0.04
Australia,AUS,1917,0.04
Australia,AUS,1918,0.04
Australia,AUS,1919,0.04
Australia,AUS,1920,0.04
Australia,AUS,1921,0.04
Australia,AUS,1922,0.04
Australia,AUS,1923,0.04
Australia,AUS,1924,0.04
Australia,AUS,1925,0.04
Australia,AUS,1926,0.04
Australia,AUS,1927,0.04
Australia,AUS,1928,0.04
Australia,AUS,1929,0.04
Australia,AUS,1930,0.04
Australia,AUS,1931,0.04
Australia,AUS,1932,0.04
Australia,AUS,1933,0.04
Australia,AUS,1934,0.04
Australia,AUS,1935,0.04
Australia,AUS,1936,0.04
Australia,AUS,1937,0.04
Australia,AUS,1938,0.04
Australia,AUS,1939,0.04
Australia,AUS,1940,0.04
Australia,AUS,1941,0.04
Australia,AUS,1942,0.04
Australia,AUS,1943,0.04
Australia,AUS,1944,0.04
Australia,AUS,1945,0.04
Australia,AUS,1946,0.04
Australia,AUS,1947,0.04
Australia,AUS,1948,0.04
Australia,AUS,1949,0.04
Australia,AUS,1950,0.045
Australia,AUS,1951,0.045
Australia,AUS,1952,0.045
Australia,AUS,1953,0.045
Australia,AUS,1954,0.045
Australia,AUS,1955,0.045
Australia,AUS,1956,0.045
Australia,AUS,1957,0.045
Australia,AUS,1958,0.045
Australia,AUS,1959,0.045
Australia,AUS,1960,0.045
Australia,AUS,1961,0.045
Australia,AUS,1962,0.045
Australia,AUS,1963,0.045
Australia,AUS,1964,0.045
Australia,AUS,1965,0.045
Australia,AUS,1966,0.045
Australia,AUS,1967,0.045
Australia,AUS,1968,0.045
Australia,AUS,1969,0.045
Australia,AUS,1970,0.045
Australia,AUS,1971,0.045
Australia,AUS,1972,0.045
Australia,AUS,1973,0.045
Australia,AUS,1974,0.045
Australia,AUS,1975,0.045
Australia,AUS,1976,0.045
Australia,AUS,1977,0.045
Australia,AUS,1978,0.045
Australia,AUS,1979,0.045
Australia,AUS,1980,0.034
Australia,AUS,1981,0.034
Australia,AUS,1982,0.034
Australia,AUS,1983,0.034
Australia,AUS,1984,0.034
Australia,AUS,1985,0.034
Australia,AUS,1986,0.034
Australia,AUS,1987,0.034
Australia,AUS,1988,0.034
Australia,AUS,1989,0.034
Australia,AUS,1990,0.034
Australia,AUS,1991,0.034
Australia,AUS,1992,0.034
Australia,AUS,1993,0.034
Australia,AUS,1994,0.034
Australia,AUS,1995,0.034
Australia,AUS,1996,0.034
Australia,AUS,1997,0.034
Australia,AUS,1998,0.034
Australia,AUS,1999,0.034
Australia,AUS,2000,0.034
Australia,AUS,2001,0.034
Australia,AUS,2002,0.034
Australia,AUS,2003,0.034
Australia,AUS,2004,0.034
Australia,AUS,2005,0.034
Australia,AUS,2006,0.034
Australia,AUS,2007,0.034
Australia,AUS,2008,0.034
Australia,AUS,2009,0.034
Australia,AUS,2010,0.034
Australia,AUS,2011,0.034
Australia,AUS,2012,0.034
Australia,AUS,2013,0.038
Australia,AUS,2014,0.037
Australia,AUS,2015,0.037
Australia,AUS,2016,0.035
Australia,AUS,2017,0.03
Australia,AUS,2018,0.034
Australia,AUS,2019,0.032
Australia,AUS,2020,0.032
Australia,AUS,2021,0.032
Australia,AUS,2022,0.032
Australia,AUS,2023,0.027
Australia,AUS,2024,0.027
Austria,AUT,1789,0.062
Austria,AUT,1790,0.062
Austria,AUT,1791,0.062
Austria,AUT,1792,0.062
Austria,AUT,1793,0.062
Austria,AUT,1794,0.062
Austria,AUT,1795,0.062
Austria,AUT,1796,0.062
Austria,AUT,1797,0.062
Austria,AUT,1798,0.062
Austria,AUT,1799,0.062
Austria,AUT,1800,0.062
Austria,AUT,1801,0.062
Austria,AUT,1802,0.062
Austria,AUT,1803,0.062
Austria,AUT,1804,0.062
Austria,AUT,1805,0.062
Austria,AUT,1806,0.062
Austria,AUT,1807,0.062
Austria,AUT,1808,0.062
Austria,AUT,1809,0.062
Austria,AUT,1810,0.062
Austria,AUT,1811,0.062
Austria,AUT,1812,0.062
Austria,AUT,1813,0.062
Austria,AUT,1814,0.062
Austria,AUT,1815,0.062
Austria,AUT,1816,0.062
Austria,AUT,1817,0.062
Austria,AUT,1818,0.062
Austria,AUT,1819,0.062
Austria,AUT,1820,0.062
Austria,AUT,1821,0.062
Austria,AUT,1822,0.062
Austria,AUT,1823,0.062
Austria,AUT,1824,0.062
Austria,AUT,1825,0.062
Austria,AUT,1826,0.062
Austria,AUT,1827,0.062
Austria,AUT,1828,0.062
Austria,AUT,1829,0.062
Austria,AUT,1830,0.062
Austria,AUT,1831,0.062
Austria,AUT,1832,0.062
Austria,AUT,1833,0.062
Austria,AUT,1834,0.062
Austria,AUT,1835,0.062
Austria,AUT,1836,0.062
Austria,AUT,1837,0.062
Austria,AUT,1838,0.062
Austria,AUT,1839,0.062
Austria,AUT,1840,0.062
Austria,AUT,1841,0.062
Austria,AUT,1842,0.062
Austria,AUT,1843,0.062
Austria,AUT,1844,0.062
Austria,AUT,1845,0.062
Austria,AUT,1846,0.062
Austria,AUT,1847,0.062
Austria,AUT,1848,0.062
Austria,AUT,1849,0.062
Austria,AUT,1850,0.062
Austria,AUT,1851,0.062
Austria,AUT,1852,0.062
Austria,AUT,1853,0.062
Austria,AUT,1854,0.062
Austria,AUT,1855,0.062
Austria,AUT,1856,0.062
Austria,AUT,1857,0.062
Austria,AUT,1858,0.062
Austria,AUT,1859,0.062
Austria,AUT,1860,0.062
Austria,AUT,1861,0.062
Austria,AUT,1862,0.062
Austria,AUT,1863,0.062
Austria,AUT,1864,0.062
Austria,AUT,1865,0.062
Austria,AUT,1866,0.062
Austria,AUT,1867,0.105
Austria,AUT,1868,0.062
Austria,AUT,1869,0.062
Austria,AUT,1870,0.062
Austria,AUT,1871,0.062
Austria,AUT,1872,0.062
Austria,AUT,1873,0.115
Austria,AUT,1874,0.115
Austria,AUT,1875,0.115
Austria,AUT,1876,0.115
Austria,AUT,1877,0.115
Austria,AUT,1878,0.115
Austria,AUT,1879,0.115
Austria,AUT,1880,0.115
Austria,AUT,1881,0.115
Austria,AUT,1882,0.115
Austria,AUT,1883,0.115
Austria,AUT,1884,0.115
Austria,AUT,1885,0.115
Austria,AUT,1886,0.115
Austria,AUT,1887,0.115
Austria,AUT,1888,0.115
Austria,AUT,1889,0.115
Austria,AUT,1890,0.115
Austria,AUT,1891,0.115
Austria,AUT,1892,0.115
Austria,AUT,1893,0.115
Austria,AUT,1894,0.115
Austria,AUT,1895,0.115
Austria,AUT,1896,0.115
Austria,AUT,1897,0.115
Austria,AUT,1898,0.115
Austria,AUT,1899,0.115
Austria,AUT,1900,0.115
Austria,AUT,1901,0.115
Austria,AUT,1902,0.115
Austria,AUT,1903,0.115
Austria,AUT,1904,0.115
Austria,AUT,1905,0.115
Austria,AUT,1906,0.115
Austria,AUT,1907,0.115
Austria,AUT,1908,0.115
Austria,AUT,1909,0.115
Austria,AUT,1910,0.115
Austria,AUT,1911,0.115
Austria,AUT,1912,0.115
Austria,AUT,1913,0.119
Austria,AUT,1914,0.119
Austria,AUT,1915,0.119
Austria,AUT,1916,0.119
Austria,AUT,1917,0.119
Austria,AUT,1918,0.119
Austria,AUT,1919,0.061
Austria,AUT,1920,0.061
Austria,AUT,1921,0.061
Austria,AUT,1922,0.061
Austria,AUT,1923,0.061
Austria,AUT,1924,0.061
Austria,AUT,1925,0.061
Austria,AUT,1926,0.061
Austria,AUT,1927,0.061
Austria,AUT,1928,0.061
Austria,AUT,1929,0.061
Austria,AUT,1930,0.063
Austria,AUT,1931,0.063
Austria,AUT,1932,0.063
Austria,AUT,1933,0.166
Austria,AUT,1934,0.059
Austria,AUT,1935,0.059
Austria,AUT,1936,0.059
Austria,AUT,1937,0.059
Austria,AUT,1945,0.035
Austria,AUT,1946,0.046
Austria,AUT,1947,0.046
Austria,AUT,1948,0.046
Austria,AUT,1949,0.046
Austria,AUT,1950,0.046
Austria,AUT,1951,0.046
Austria,AUT,1952,0.046
Austria,AUT,1953,0.046
Austria,AUT,1954,0.042
Austria,AUT,1955,0.042
Austria,AUT,1956,0.05
Austria,AUT,1957,0.05
Austria,AUT,1958,0.05
Austria,AUT,1959,0.05
Austria,AUT,1960,0.05
Austria,AUT,1961,0.05
Austria,AUT,1962,0.05
Austria,AUT,1963,0.05
Austria,AUT,1964,0.05
Austria,AUT,1965,0.05
Austria,AUT,1966,0.05
Austria,AUT,1967,0.05
Austria,AUT,1968,0.05
Austria,AUT,1969,0.05
Austria,AUT,1970,0.05
Austria,AUT,1971,0.05
Austria,AUT,1972,0.05
Austria,AUT,1973,0.06
Austria,AUT,1974,0.06
Austria,AUT,1975,0.06
Austria,AUT,1976,0.06
Austria,AUT,1977,0.06
Austria,AUT,1978,0.06
Austria,AUT,1979,0.06
Austria,AUT,1980,0.081
Austria,AUT,1981,0.081
Austria,AUT,1982,0.081
Austria,AUT,1983,0.081
Austria,AUT,1984,0.081
Austria,AUT,1985,0.081
Austria,AUT,1986,0.081
Austria,AUT,1987,0.067
Austria,AUT,1988,0.067
Austria,AUT,1989,0.067
Austria,AUT,1990,0.067
Austria,AUT,1991,0.067
Austria,AUT,1992,0.067
Austria,AUT,1993,0.067
Austria,AUT,1994,0.067
Austria,AUT,1995,0.067
Austria,AUT,1996,0.067
Austria,AUT,1997,0.067
Austria,AUT,1998,0.067
Austria,AUT,1999,0.067
Austria,AUT,2000,0.075
Austria,AUT,2001,0.088
Austria,AUT,2002,0.088
Austria,AUT,2003,0.077
Austria,AUT,2004,0.093
Austria,AUT,2005,0.093
Austria,AUT,2006,0.079
Austria,AUT,2007,0.061
Austria,AUT,2008,0.061
Austria,AUT,2009,0.061
Austria,AUT,2010,0.061
Austria,AUT,2011,0.066
Austria,AUT,2012,0.062
Austria,AUT,2013,0.044
Austria,AUT,2014,0.044
Austria,AUT,2015,0.044
Austria,AUT,2016,0.044
Austria,AUT,2017,0.05
Austria,AUT,2018,0.055
Austria,AUT,2019,0.076
Austria,AUT,2020,0.076
Austria,AUT,2021,0.109
Austria,AUT,2022,0.111
Austria,AUT,2023,0.108
Austria,AUT,2024,0.108
Belgium,BEL,1789,0.093
Belgium,BEL,1790,0.093
Belgium,BEL,1791,0.093
Belgium,BEL,1792,0.093
Belgium,BEL,1793,0.093
Belgium,BEL,1794,0.093
Belgium,BEL,1795,0.093
Belgium,BEL,1796,0.184
Belgium,BEL,1797,0.184
Belgium,BEL,1798,0.184
Belgium,BEL,1799,0.184
Belgium,BEL,1800,0.167
Belgium,BEL,1801,0.167
Belgium,BEL,1802,0.167
Belgium,BEL,1803,0.167
Belgium,BEL,1804,0.167
Belgium,BEL,1805,0.167
Belgium,BEL,1806,0.167
Belgium,BEL,1807,0.167
Belgium,BEL,1808,0.167
Belgium,BEL,1809,0.167
Belgium,BEL,1810,0.167
Belgium,BEL,1811,0.167
Belgium,BEL,1812,0.167
Belgium,BEL,1813,0.167
Belgium,BEL,1814,0.598
Belgium,BEL,1815,0.108
Belgium,BEL,1816,0.108
Belgium,BEL,1817,0.108
Belgium,BEL,1818,0.108
Belgium,BEL,1819,0.108
Belgium,BEL,1820,0.108
Belgium,BEL,1821,0.108
Belgium,BEL,1822,0.108
Belgium,BEL,1823,0.108
Belgium,BEL,1824,0.108
Belgium,BEL,1825,0.108
Belgium,BEL,1826,0.108
Belgium,BEL,1827,0.108
Belgium,BEL,1828,0.108
Belgium,BEL,1829,0.108
Belgium,BEL,1830,0.029
Belgium,BEL,1831,0.046
Belgium,BEL,1832,0.046
Belgium,BEL,1833,0.046
Belgium,BEL,1834,0.046
Belgium,BEL,1835,0.046
Belgium,BEL,1836,0.046
Belgium,BEL,1837,0.046
Belgium,BEL,1838,0.046
Belgium,BEL,1839,0.046
Belgium,BEL,1840,0.046
Belgium,BEL,1841,0.046
Belgium,BEL,1842,0.046
Belgium,BEL,1843,0.046
Belgium,BEL,1844,0.046
Belgium,BEL,1845,0.046
Belgium,BEL,1846,0.046
Belgium,BEL,1847,0.046
Belgium,BEL,1848,0.046
Belgium,BEL,1849,0.046
Belgium,BEL,1850,0.046
Belgium,BEL,1851,0.046
Belgium,BEL,1852,0.046
Belgium,BEL,1853,0.046
Belgium,BEL,1854,0.046
Belgium,BEL,1855,0.046
Belgium,BEL,1856,0.046
Belgium,BEL,1857,0.046
Belgium,BEL,1858,0.046
Belgium,BEL,1859,0.046
Belgium,BEL,1860,0.046
Belgium,BEL,1861,0.046
Belgium,BEL,1862,0.046
Belgium,BEL,1863,0.046
Belgium,BEL,1864,0.046
Belgium,BEL,1865,0.046
Belgium,BEL,1866,0.046
Belgium,BEL,1867,0.046
Belgium,BEL,1868,0.046
Belgium,BEL,1869,0.046
Belgium,BEL,1870,0.046
Belgium,BEL,1871,0.046
Belgium,BEL,1872,0.046
Belgium,BEL,1873,0.046
Belgium,BEL,1874,0.046
Belgium,BEL,1875,0.046
Belgium,BEL,1876,0.046
Belgium,BEL,1877,0.046
Belgium,BEL,1878,0.046
Belgium,BEL,1879,0.046
Belgium,BEL,1880,0.046
Belgium,BEL,1881,0.046
Belgium,BEL,1882,0.046
Belgium,BEL,1883,0.046
Belgium,BEL,1884,0.046
Belgium,BEL,1885,0.046
Belgium,BEL,1886,0.046
Belgium,BEL,1887,0.046
Belgium,BEL,1888,0.046
Belgium,BEL,1889,0.046
Belgium,BEL,1890,0.046
Belgium,BEL,1891,0.046
Belgium,BEL,1892,0.046
Belgium,BEL,1893,0.046
Belgium,BEL,1894,0.046
Belgium,BEL,1895,0.046
Belgium,BEL,1896,0.046
Belgium,BEL,1897,0.046
Belgium,BEL,1898,0.046
Belgium,BEL,1899,0.046
Belgium,BEL,1900,0.046
Belgium,BEL,1901,0.046
Belgium,BEL,1902,0.046
Belgium,BEL,1903,0.046
Belgium,BEL,1904,0.046
Belgium,BEL,1905,0.046
Belgium,BEL,1906,0.046
Belgium,BEL,1907,0.046
Belgium,BEL,1908,0.046
Belgium,BEL,1909,0.046
Belgium,BEL,1910,0.046
Belgium,BEL,1911,0.046
Belgium,BEL,1912,0.046
Belgium,BEL,1913,0.046
Belgium,BEL,1914,0.046
Belgium,BEL,1915,0.029
Belgium,BEL,1916,0.029
Belgium,BEL,1917,0.029
Belgium,BEL,1918,0.029
Belgium,BEL,1919,0.032
Belgium,BEL,1920,0.048
Belgium,BEL,1921,0.048
Belgium,BEL,1922,0.048
Belgium,BEL,1923,0.048
Belgium,BEL,1924,0.048
Belgium,BEL,1925,0.048
Belgium,BEL,1926,0.048
Belgium,BEL,1927,0.048
Belgium,BEL,1928,0.048
Belgium,BEL,1929,0.048
Belgium,BEL,1930,0.048
Belgium,BEL,1931,0.048
Belgium,BEL,1932,0.048
Belgium,BEL,1933,0.048
Belgium,BEL,1934,0.048
Belgium,BEL,1935,0.048
Belgium,BEL,1936,0.048
Belgium,BEL,1937,0.048
Belgium,BEL,1938,0.048
Belgium,BEL,1939,0.048
Belgium,BEL,1940,0.048
Belgium,BEL,1941,0.029
Belgium,BEL,1942,0.029
Belgium,BEL,1943,0.029
Belgium,BEL,1944,0.033
Belgium,BEL,1945,0.04
Belgium,BEL,1946,0.04
Belgium,BEL,1947,0.04
Belgium,BEL,1948,0.04
Belgium,BEL,1949,0.04
Belgium,BEL,1950,0.04
Belgium,BEL,1951,0.04
Belgium,BEL,1952,0.04
Belgium,BEL,1953,0.04
Belgium,BEL,1954,0.04
Belgium,BEL,1955,0.04
Belgium,BEL,1956,0.04
Belgium,BEL,1957,0.04
Belgium,BEL,1958,0.04
Belgium,BEL,1959,0.04
Belgium,BEL,1960,0.04
Belgium,BEL,1961,0.04
Belgium,BEL,1962,0.04
Belgium,BEL,1963,0.04
Belgium,BEL,1964,0.04
Belgium,BEL,1965,0.04
Belgium,BEL,1966,0.04
Belgium,BEL,1967,0.04
Belgium,BEL,1968,0.04
Belgium,BEL,1969,0.04
Belgium,BEL,1970,0.04
Belgium,BEL,1971,0.04
Belgium,BEL,1972,0.04
Belgium,BEL,1973,0.04
Belgium,BEL,1974,0.04
Belgium,BEL,1975,0.04
Belgium,BEL,1976,0.04
Belgium,BEL,1977,0.04
Belgium,BEL,1978,0.04
Belgium,BEL,1979,0.04
Belgium,BEL,1980,0.04
Belgium,BEL,1981,0.04
Belgium,BEL,1982,0.04
Belgium,BEL,1983,0.04
Belgium,BEL,1984,0.04
Belgium,BEL,1985,0.04
Belgium,BEL,1986,0.04
Belgium,BEL,1987,0.04
Belgium,BEL,1988,0.04
Belgium,BEL,1989,0.04
